loan_id,loan_amount,loan_purpose,loan_grade,interest_rate,annual_income,employment_length,employment_status,home_ownership,fico_score,credit_history_length,num_credit_accounts,num_open_accounts,total_credit_limit,revolving_balance,credit_utilization,late_payments_2yr,recent_inquiries,monthly_debt_payments,age,education_level,debt_to_income,loan_to_income,risk_score,default
LC_000778,14615,debt_consolidation,E,20.93,95578,0.3,Full-time,Rent,685,0.1,3,2,150792,52650,0.349,1,2,2611,56,High School,0.328,0.153,0.3422,0
LC_000779,25748,debt_consolidation,C,13.5,89282,5.7,Full-time,Other,722,11.8,4,3,147695,16027,0.109,2,1,725,54,Bachelors,0.098,0.288,0.1399,0
LC_000780,27561,major_purchase,E,21.73,88888,7.1,Full-time,Rent,733,2.7,6,5,206282,42074,0.204,3,2,2112,58,Bachelors,0.285,0.31,0.4381,0
LC_000781,9090,debt_consolidation,F,24.93,37452,0.5,Full-time,Mortgage,668,12.5,9,8,53291,12381,0.232,7,2,797,55,Bachelors,0.255,0.243,0.7138,1
LC_000782,23494,major_purchase,F,26.56,52009,3.2,Full-time,Rent,668,16.6,5,4,96080,27308,0.284,4,0,1068,35,High School,0.247,0.452,0.4931,1
LC_000783,30006,business,E,20.63,89647,0.4,Full-time,Own,710,10.3,2,1,104653,7191,0.069,3,2,673,37,Bachelors,0.09,0.335,0.327,1
LC_000784,28611,other,F,27.29,52817,17.3,Full-time,Own,677,5.6,2,1,32004,14086,0.44,4,2,1016,38,Some College,0.231,0.542,0.538,1
LC_000785,6029,business,C,13.44,64219,14.2,Full-time,Mortgage,763,28.3,8,5,113933,5820,0.051,3,2,236,55,Some College,0.044,0.094,0.1888,0
LC_000786,32253,medical,F,26.54,68243,16.2,Full-time,Mortgage,666,4.9,1,1,166850,34393,0.206,4,1,1156,41,High School,0.203,0.473,0.492,0
LC_000787,32795,debt_consolidation,B,9.09,52417,1.5,Full-time,Mortgage,740,4.5,3,2,123006,21392,0.174,1,1,959,37,High School,0.22,0.626,0.1104,0
LC_000788,20515,vacation,F,27.12,25694,6.3,Part-time,Mortgage,585,8.9,10,8,18210,9747,0.535,6,2,490,35,Some College,0.229,0.798,0.9224,1
LC_000789,36671,home_improvement,C,13.0,79831,0.9,Self-employed,Own,698,22.1,9,5,125173,40891,0.327,0,1,1267,48,Some College,0.19,0.459,0.191,1
LC_000790,23312,debt_consolidation,D,17.72,126883,25.1,Full-time,Own,700,41.0,7,4,230812,29343,0.127,2,3,2117,59,Bachelors,0.2,0.184,0.253,1
LC_000791,48825,major_purchase,E,22.2,54384,1.3,Part-time,Rent,664,22.2,3,2,26897,15418,0.573,3,3,1000,41,High School,0.221,0.898,0.4056,0
LC_000792,5706,debt_consolidation,D,16.67,89404,9.3,Self-employed,Own,714,8.9,3,1,88286,4224,0.048,2,1,536,39,Bachelors,0.072,0.064,0.2538,0
LC_000793,24308,car,E,22.51,78159,0.4,Full-time,Rent,737,4.3,5,3,149626,29678,0.198,4,1,1891,50,Bachelors,0.29,0.311,0.3778,1
LC_000794,9025,business,E,21.63,63281,0.3,Full-time,Mortgage,718,30.1,4,3,123317,2164,0.018,3,0,540,50,Masters,0.103,0.143,0.3659,0
LC_000795,6789,home_improvement,E,21.46,69721,0.1,Part-time,Mortgage,701,32.0,4,2,121586,28518,0.235,2,2,1541,50,Some College,0.265,0.097,0.3974,1
LC_000796,23413,medical,D,17.35,69595,5.6,Full-time,Mortgage,749,1.9,4,2,151242,63663,0.421,1,3,2032,39,Bachelors,0.351,0.336,0.255,0
LC_000797,48198,debt_consolidation,F,25.45,82473,20.4,Unemployed,Own,724,0.6,2,1,134299,77438,0.577,0,6,3135,65,High School,0.456,0.584,0.4593,0
LC_000798,7168,major_purchase,E,20.56,78579,2.7,Full-time,Mortgage,725,17.0,7,5,144719,67288,0.465,2,2,2856,35,PhD,0.436,0.091,0.3486,1
LC_000799,32062,debt_consolidation,E,21.3,96238,18.4,Full-time,Mortgage,687,19.6,5,3,226608,86387,0.381,1,2,3228,46,Masters,0.403,0.333,0.4341,1
LC_000800,27614,medical,D,17.55,80164,12.4,Full-time,Mortgage,710,2.6,2,1,136492,56095,0.411,0,3,2467,40,High School,0.369,0.344,0.2109,0
LC_000801,36212,major_purchase,B,9.53,100842,15.0,Full-time,Rent,750,3.6,1,1,41904,3111,0.074,0,2,733,62,Bachelors,0.087,0.359,0.0692,0
LC_000802,14512,major_purchase,E,20.92,87229,3.9,Full-time,Own,719,28.0,7,6,99053,34379,0.347,2,2,1583,46,Bachelors,0.218,0.166,0.3161,0
LC_000803,39750,car,D,17.79,69095,0.3,Full-time,Other,682,3.4,4,3,141926,25266,0.178,2,1,1048,71,High School,0.182,0.575,0.2966,1
LC_000804,47733,debt_consolidation,E,20.87,72205,9.3,Full-time,Rent,666,6.5,3,2,122916,31786,0.259,3,2,1369,68,High School,0.228,0.661,0.4117,1
LC_000805,49255,vacation,B,9.67,92949,12.8,Full-time,Rent,732,18.9,6,5,47981,22465,0.468,0,1,1158,67,Some College,0.15,0.53,0.1198,0
LC_000806,16791,vacation,A,5.52,139519,11.9,Full-time,Rent,725,3.8,4,2,101686,42398,0.417,0,2,2556,31,PhD,0.22,0.12,0.0327,1
LC_000807,49924,major_purchase,B,8.91,108430,16.1,Full-time,Rent,707,1.6,3,2,48738,4349,0.089,0,2,889,50,Bachelors,0.098,0.46,0.0892,0
LC_000808,43937,debt_consolidation,B,10.58,69864,13.2,Full-time,Rent,742,24.6,4,2,50635,20232,0.4,0,4,692,73,High School,0.119,0.629,0.1013,0
LC_000809,44628,debt_consolidation,B,10.45,150762,33.2,Full-time,Mortgage,707,13.6,5,4,256865,32440,0.126,1,2,1214,38,Masters,0.097,0.296,0.106,0
LC_000810,17075,debt_consolidation,E,22.54,77081,22.6,Part-time,Other,706,2.5,3,2,119117,21437,0.18,3,1,1563,49,High School,0.243,0.222,0.3907,0
LC_000811,32982,car,C,13.73,68704,28.9,Full-time,Mortgage,813,11.0,4,3,117162,48216,0.412,0,3,1699,29,High School,0.297,0.48,0.1884,0
LC_000812,9088,business,F,24.95,55630,3.2,Full-time,Rent,662,19.7,5,4,48183,12328,0.256,7,1,575,41,High School,0.124,0.163,0.6366,1
LC_000813,37225,medical,F,25.78,45083,1.2,Full-time,Mortgage,603,6.0,5,3,108304,36363,0.336,0,0,1355,24,Masters,0.361,0.826,0.5459,1
LC_000814,33262,home_improvement,B,10.48,63736,6.4,Full-time,Mortgage,728,4.3,4,2,109629,34169,0.312,0,3,1484,47,Bachelors,0.28,0.522,0.0937,0
LC_000815,42443,medical,F,24.85,98377,4.9,Part-time,Mortgage,641,13.5,3,1,184346,100363,0.544,3,2,3106,56,Bachelors,0.379,0.431,0.8355,1
LC_000816,7479,car,E,21.95,69605,2.0,Full-time,Other,691,0.5,6,5,97095,26896,0.277,3,3,807,42,Bachelors,0.139,0.107,0.3729,1
LC_000817,37157,major_purchase,E,22.02,60030,0.2,Part-time,Rent,683,8.0,7,5,137478,13706,0.1,2,1,823,29,High School,0.165,0.619,0.3556,0
LC_000818,30193,medical,F,26.01,147130,2.9,Full-time,Mortgage,696,1.1,2,1,307061,144048,0.469,4,2,4764,33,Masters,0.389,0.205,0.7108,0
LC_000819,49684,home_improvement,C,14.29,58118,10.4,Part-time,Rent,696,12.6,1,1,89962,20597,0.229,0,0,896,45,High School,0.185,0.855,0.1606,1
LC_000820,27286,debt_consolidation,E,22.12,58479,10.8,Part-time,Mortgage,719,13.3,4,2,100792,31490,0.312,1,4,1610,35,High School,0.33,0.467,0.3261,0
LC_000821,30176,business,F,25.78,85905,1.5,Self-employed,Rent,626,2.7,4,2,148198,58829,0.397,3,3,1809,55,Some College,0.253,0.351,0.6521,1
LC_000822,46470,debt_consolidation,F,24.89,86225,13.6,Full-time,Own,635,13.5,5,4,46120,20135,0.437,3,2,1163,47,Some College,0.162,0.539,0.5276,1
LC_000823,30478,major_purchase,A,6.27,43389,8.4,Self-employed,Rent,748,4.0,3,2,15437,1412,0.091,0,7,180,22,Some College,0.05,0.702,0.0,0
LC_000824,6075,debt_consolidation,A,7.47,61837,0.6,Full-time,Rent,760,21.8,4,3,91189,13808,0.151,0,0,784,46,High School,0.152,0.098,0.0,0
LC_000825,48733,debt_consolidation,B,10.38,82053,15.0,Full-time,Rent,742,14.0,4,2,32344,6160,0.19,1,3,1067,32,High School,0.156,0.594,0.1046,0
LC_000826,9720,medical,B,9.83,80078,8.9,Full-time,Mortgage,671,3.0,3,2,118550,42535,0.359,0,2,1524,36,Bachelors,0.229,0.121,0.0574,0
LC_000827,47518,vacation,C,11.92,69763,6.5,Self-employed,Mortgage,682,7.5,5,4,93251,31656,0.339,1,2,992,47,High School,0.171,0.681,0.1561,0
LC_000828,16186,home_improvement,B,10.24,99514,0.4,Full-time,Rent,774,29.2,6,5,97139,18974,0.195,0,2,1174,52,PhD,0.142,0.163,0.0871,1
LC_000829,9135,debt_consolidation,F,26.83,94009,11.7,Full-time,Rent,620,28.8,6,5,51817,13186,0.254,3,2,1167,49,Bachelors,0.149,0.097,0.5509,1
LC_000830,49832,medical,E,22.29,77146,1.7,Full-time,Other,702,0.2,8,6,189842,57838,0.305,1,3,2068,60,Some College,0.322,0.646,0.3252,1
LC_000831,26987,home_improvement,D,17.39,87745,3.5,Full-time,Own,766,14.7,6,5,179423,113055,0.63,0,2,4085,40,Some College,0.559,0.308,0.2826,1
LC_000832,20967,home_improvement,E,20.45,40418,2.0,Part-time,Mortgage,651,3.1,2,1,27068,9424,0.348,1,2,371,31,High School,0.11,0.519,0.4151,1
LC_000833,6024,debt_consolidation,C,11.82,44490,2.3,Full-time,Own,651,25.0,8,6,96285,7943,0.083,0,3,699,43,Some College,0.189,0.135,0.1759,1
LC_000834,23594,debt_consolidation,C,13.73,101523,1.0,Full-time,Own,748,11.3,5,4,237310,63380,0.267,1,2,2705,43,Bachelors,0.32,0.232,0.1632,0
LC_000835,39281,debt_consolidation,D,15.94,67968,20.5,Self-employed,Rent,718,12.8,5,3,123918,41638,0.336,0,1,1828,45,Some College,0.323,0.578,0.2201,0
LC_000836,45111,medical,D,17.46,74645,8.5,Part-time,Rent,733,3.3,8,6,135979,18472,0.136,1,2,1267,63,Some College,0.204,0.604,0.2901,0
LC_000837,12700,major_purchase,F,26.35,61271,17.4,Self-employed,Mortgage,694,1.1,3,1,65270,20657,0.316,3,3,812,35,Some College,0.159,0.207,0.4873,0
LC_000838,35422,debt_consolidation,B,8.89,104411,33.9,Self-employed,Other,736,6.7,9,8,229496,21901,0.095,0,3,1363,55,High School,0.157,0.339,0.0741,0
LC_000839,36091,vacation,F,27.11,81158,19.7,Self-employed,Own,631,13.1,6,5,58935,12694,0.215,9,3,1122,48,Bachelors,0.166,0.445,0.9695,1
LC_000840,21474,major_purchase,E,22.1,58173,4.3,Full-time,Own,681,19.5,7,5,24366,3285,0.135,3,1,261,53,Some College,0.054,0.369,0.3069,0
LC_000841,16526,debt_consolidation,C,13.09,51162,1.4,Full-time,Mortgage,726,25.0,5,4,20224,1522,0.075,3,2,676,43,Some College,0.159,0.323,0.1916,1
LC_000842,42995,major_purchase,E,21.89,69196,4.3,Part-time,Mortgage,731,19.0,8,5,31545,14505,0.46,3,0,845,37,Some College,0.147,0.621,0.3752,1
LC_000843,11426,vacation,C,12.3,54966,1.1,Full-time,Other,682,0.8,10,9,55873,30045,0.538,1,2,1140,45,Some College,0.249,0.208,0.1774,0
LC_000844,8561,home_improvement,F,27.12,28637,3.4,Self-employed,Other,661,2.0,10,6,64748,17934,0.277,5,2,761,20,Some College,0.319,0.299,0.6581,1
LC_000845,17724,home_improvement,F,25.31,44302,2.1,Full-time,Mortgage,661,4.4,4,3,57636,4270,0.074,5,3,208,42,Some College,0.057,0.4,0.5264,0
LC_000846,13945,vacation,F,25.85,42978,8.6,Full-time,Rent,606,5.9,5,4,24921,8664,0.348,4,3,294,31,High School,0.082,0.324,0.5422,1
LC_000847,15275,medical,E,21.73,75787,3.5,Self-employed,Mortgage,715,8.9,8,5,149508,49203,0.329,1,3,1774,53,Some College,0.281,0.202,0.3679,0
LC_000848,10667,major_purchase,F,26.96,54888,9.5,Unemployed,Mortgage,650,0.6,1,1,36986,14618,0.395,3,6,1064,43,High School,0.233,0.194,0.6223,1
LC_000849,5950,debt_consolidation,F,25.42,88915,9.1,Full-time,Rent,636,26.3,6,4,69013,32451,0.47,4,3,1522,47,Some College,0.205,0.067,0.666,0
LC_000850,43782,major_purchase,E,22.45,78249,4.5,Full-time,Mortgage,698,1.6,6,4,79817,25007,0.313,0,2,1680,42,Bachelors,0.258,0.56,0.3193,0
LC_000851,38044,debt_consolidation,F,26.0,65707,11.8,Self-employed,Own,639,12.8,5,3,80103,28166,0.352,8,0,1713,62,Some College,0.313,0.579,0.9267,1
LC_000852,20762,debt_consolidation,C,13.53,74731,20.2,Full-time,Mortgage,713,17.0,5,4,153619,40774,0.265,1,0,1674,35,Some College,0.269,0.278,0.1766,0
LC_000853,20667,major_purchase,F,26.0,59148,5.4,Self-employed,Rent,646,19.0,4,2,70655,7513,0.106,5,4,508,37,Some College,0.103,0.349,0.6795,1
LC_000854,43250,major_purchase,D,17.43,48309,0.2,Full-time,Mortgage,679,11.3,5,4,46890,21264,0.453,1,3,1190,33,High School,0.296,0.895,0.2149,0
LC_000855,29275,other,C,11.8,102939,30.2,Full-time,Mortgage,747,5.8,8,6,228857,63221,0.276,0,5,2980,76,Some College,0.347,0.284,0.1254,0
LC_000856,39794,debt_consolidation,A,6.17,38677,9.1,Full-time,Own,735,13.7,12,9,64980,8348,0.128,1,3,606,37,High School,0.188,1.029,0.0065,0
LC_000857,49870,vacation,D,17.34,73029,2.9,Full-time,Own,679,21.6,4,3,173911,74622,0.429,0,4,3012,58,PhD,0.495,0.683,0.2162,0
LC_000858,8379,vacation,C,13.35,90666,7.6,Part-time,Mortgage,718,4.9,10,9,38132,12726,0.334,0,2,1197,43,Bachelors,0.158,0.092,0.1722,0
LC_000859,9391,major_purchase,C,12.15,88414,6.3,Full-time,Own,744,16.9,6,4,97631,31940,0.327,1,3,1616,47,Bachelors,0.219,0.106,0.1622,0
LC_000860,43018,debt_consolidation,D,17.38,57315,5.4,Self-employed,Own,712,8.5,8,6,59426,17759,0.299,1,2,1028,44,High School,0.215,0.751,0.2542,0
LC_000861,38001,major_purchase,E,20.36,83431,2.2,Part-time,Own,705,14.1,2,1,164688,32090,0.195,0,0,1961,33,Some College,0.282,0.455,0.316,1
LC_000862,13041,other,C,13.86,46712,4.6,Full-time,Rent,730,7.7,8,6,49491,17109,0.346,1,2,841,50,High School,0.216,0.279,0.144,0
LC_000863,49125,vacation,E,22.55,102954,2.6,Part-time,Other,720,2.0,4,3,234610,32921,0.14,3,3,1493,37,Masters,0.174,0.477,0.4491,0
LC_000864,10254,debt_consolidation,F,27.2,76585,6.5,Part-time,Rent,645,2.6,7,6,34032,7620,0.224,2,1,696,34,Some College,0.109,0.134,0.4881,1
LC_000865,14696,business,F,26.1,29071,0.2,Full-time,Mortgage,679,13.0,5,3,13642,2037,0.149,6,7,104,31,High School,0.043,0.506,0.5793,0
LC_000866,40483,debt_consolidation,F,25.85,65993,4.8,Part-time,Rent,696,0.0,3,2,110868,69574,0.628,1,6,2940,18,Some College,0.535,0.613,0.7163,1
LC_000867,6444,home_improvement,F,27.17,90163,18.9,Self-employed,Rent,693,4.0,5,3,173379,92065,0.531,2,1,2989,41,Bachelors,0.398,0.071,0.5344,1
LC_000868,47339,medical,D,17.16,69495,7.2,Part-time,Rent,689,2.0,5,3,119411,32690,0.274,0,5,1298,47,Bachelors,0.224,0.681,0.2574,0
LC_000869,42175,debt_consolidation,F,25.23,85609,1.7,Full-time,Rent,591,0.4,4,3,125534,73497,0.585,2,3,2727,31,Bachelors,0.382,0.493,0.5364,0
LC_000870,8101,debt_consolidation,A,7.89,115597,9.5,Full-time,Mortgage,739,12.6,7,5,100802,17065,0.169,1,2,2008,61,Bachelors,0.208,0.07,0.0297,0
LC_000871,16945,major_purchase,F,26.53,119390,1.0,Full-time,Mortgage,719,3.2,4,2,198305,24827,0.125,5,0,1596,65,Masters,0.161,0.142,0.5946,0
LC_000872,7696,home_improvement,D,16.6,27502,1.5,Part-time,Mortgage,756,13.1,5,3,48568,9239,0.19,1,1,364,33,Some College,0.159,0.28,0.2988,0
LC_000873,48617,car,C,12.73,92174,3.9,Full-time,Rent,719,4.2,5,3,102615,8347,0.081,1,3,1119,45,Some College,0.146,0.527,0.1434,0
LC_000874,6633,home_improvement,B,8.56,89947,9.9,Full-time,Rent,682,15.7,1,1,133814,36174,0.27,0,3,1446,34,Bachelors,0.193,0.074,0.0809,0
LC_000875,40792,home_improvement,F,26.56,69896,1.6,Full-time,Mortgage,601,1.2,5,3,91402,32000,0.35,3,1,964,37,Bachelors,0.166,0.584,0.6351,1
LC_000876,42599,major_purchase,F,26.62,76591,8.7,Full-time,Mortgage,657,1.8,6,4,102831,19511,0.19,4,2,1549,51,High School,0.243,0.556,0.4534,0
LC_000877,36390,debt_consolidation,F,26.18,81936,1.2,Part-time,Own,676,2.9,2,1,190832,74056,0.388,1,2,2344,40,Bachelors,0.343,0.444,0.49,1
LC_000878,34227,debt_consolidation,C,13.32,95799,5.6,Full-time,Mortgage,785,17.2,4,3,93670,46761,0.499,0,2,2476,63,Bachelors,0.31,0.357,0.1215,0
LC_000879,23214,car,E,22.32,56466,9.8,Full-time,Mortgage,592,3.5,5,4,41182,5979,0.145,3,3,767,48,Bachelors,0.163,0.411,0.4291,1
LC_000880,30848,other,E,21.71,61890,3.1,Full-time,Own,674,15.0,8,7,110754,59021,0.533,2,4,2575,33,Bachelors,0.499,0.498,0.3989,1
LC_000881,14695,home_improvement,E,21.17,92757,3.3,Full-time,Mortgage,695,18.8,8,7,220342,52327,0.237,2,1,2016,44,Bachelors,0.261,0.158,0.3832,0
LC_000882,34201,vacation,F,26.62,51666,10.7,Full-time,Mortgage,653,3.8,4,2,16885,860,0.051,4,2,238,41,High School,0.055,0.662,0.4949,1
LC_000883,23915,debt_consolidation,A,7.74,44979,3.7,Full-time,Rent,768,12.6,3,2,57450,4351,0.076,0,1,612,31,High School,0.163,0.532,0.0,0
LC_000884,44186,home_improvement,D,16.69,86161,4.9,Full-time,Mortgage,715,6.8,6,4,163958,61666,0.376,0,2,2809,34,Bachelors,0.391,0.513,0.2172,1
LC_000885,43710,debt_consolidation,F,25.82,59558,8.6,Full-time,Rent,668,1.5,4,3,131537,27175,0.207,4,3,867,42,Bachelors,0.175,0.734,0.4712,1
LC_000886,42218,debt_consolidation,D,15.97,95804,4.3,Full-time,Rent,746,3.6,2,1,221470,33053,0.149,2,2,1701,49,Masters,0.213,0.441,0.231,1
LC_000887,24791,car,E,21.6,42934,0.5,Self-employed,Rent,676,2.1,5,4,48940,12316,0.252,2,3,393,39,High School,0.11,0.577,0.3269,1
LC_000888,22214,home_improvement,C,13.39,77889,13.7,Full-time,Own,700,8.6,4,2,102781,13831,0.135,1,1,417,40,Some College,0.064,0.285,0.14,0
LC_000889,16755,major_purchase,B,8.81,50646,14.0,Full-time,Mortgage,686,0.3,3,2,29029,6379,0.22,0,5,385,49,High School,0.091,0.331,0.0984,0
LC_000890,9372,medical,E,21.4,77124,2.2,Self-employed,Rent,717,3.7,6,4,43388,18128,0.418,2,1,1566,41,Bachelors,0.244,0.122,0.3298,0
LC_000891,12837,debt_consolidation,F,24.84,126646,19.4,Full-time,Rent,723,5.0,5,3,159491,111675,0.7,3,2,4508,23,Masters,0.427,0.101,0.5046,0
LC_000892,35214,vacation,E,20.61,100184,28.3,Full-time,Other,729,26.0,3,2,87258,55375,0.635,2,3,1856,44,Bachelors,0.222,0.351,0.3057,1
LC_000893,28329,debt_consolidation,C,13.4,75758,1.8,Full-time,Mortgage,747,3.5,4,3,68172,44262,0.649,0,3,2249,47,Masters,0.356,0.374,0.1297,0
LC_000894,11193,medical,D,16.31,80837,8.2,Full-time,Other,710,20.6,7,4,37914,11829,0.312,1,0,1031,57,Bachelors,0.153,0.138,0.2498,1
LC_000895,22790,home_improvement,E,20.44,47078,5.5,Full-time,Own,655,10.6,4,3,46873,24620,0.525,2,3,1240,30,Some College,0.316,0.484,0.4271,0
LC_000896,38958,home_improvement,A,6.53,108417,3.6,Full-time,Rent,804,26.9,4,3,170876,39151,0.229,0,4,1193,46,Masters,0.132,0.359,0.0,0
LC_000897,37989,business,E,22.44,71035,9.1,Full-time,Own,696,3.7,6,3,165227,54746,0.331,2,2,1848,40,Some College,0.312,0.535,0.3342,1
LC_000898,39871,medical,F,26.81,44207,7.4,Full-time,Mortgage,609,4.2,4,3,72921,29763,0.408,3,4,1202,24,Some College,0.326,0.902,0.6625,0
LC_000899,13600,debt_consolidation,B,8.98,69636,9.1,Full-time,Own,788,21.0,6,5,84827,14141,0.167,0,3,532,39,Bachelors,0.092,0.195,0.1047,0
LC_000900,44167,major_purchase,E,20.63,80637,2.7,Full-time,Mortgage,641,9.0,4,3,88511,26435,0.299,1,5,1749,27,Some College,0.26,0.548,0.4146,0
LC_000901,13435,debt_consolidation,F,25.37,42851,16.5,Full-time,Mortgage,645,21.0,8,7,41578,7006,0.169,6,1,277,39,High School,0.078,0.314,0.8014,1
LC_000902,12321,home_improvement,D,17.39,69035,4.7,Part-time,Rent,705,14.2,5,3,39747,9629,0.242,2,6,361,34,Bachelors,0.063,0.178,0.2755,0
LC_000903,38651,debt_consolidation,D,17.77,40413,2.9,Full-time,Rent,695,1.9,2,1,15904,4871,0.306,1,2,573,20,High School,0.17,0.956,0.2486,0
LC_000904,11324,vacation,E,20.71,94847,15.7,Full-time,Mortgage,686,2.6,6,4,37485,23570,0.629,2,1,720,53,Some College,0.091,0.119,0.3665,0
LC_000905,10949,debt_consolidation,F,25.49,52129,4.2,Full-time,Rent,647,2.6,6,4,118988,41740,0.351,4,2,1496,38,Bachelors,0.345,0.21,0.6291,0
LC_000906,45170,major_purchase,D,15.75,145757,13.1,Part-time,Rent,720,17.5,3,2,229633,61064,0.266,1,3,3493,57,Masters,0.288,0.31,0.2284,0
LC_000907,17553,vacation,E,22.09,68076,2.8,Full-time,Rent,679,17.0,5,3,107008,45087,0.421,1,2,1549,35,Some College,0.273,0.258,0.4029,1
LC_000908,38042,debt_consolidation,F,26.55,54668,0.8,Full-time,Rent,620,10.0,8,7,16921,9593,0.567,5,1,961,28,Masters,0.211,0.696,0.7703,1
LC_000909,28253,major_purchase,C,13.09,155748,35.4,Full-time,Own,721,32.2,5,4,110156,9204,0.084,1,1,499,52,Bachelors,0.038,0.181,0.1963,0
LC_000910,35533,debt_consolidation,E,22.11,53016,17.7,Part-time,Rent,689,3.3,3,2,63442,17186,0.271,3,0,737,50,Some College,0.167,0.67,0.3621,1
LC_000911,26503,car,C,12.94,120535,9.6,Full-time,Rent,730,26.0,5,4,223038,81227,0.364,1,0,2502,59,Masters,0.249,0.22,0.1487,0
LC_000912,19802,home_improvement,E,22.34,86941,1.9,Full-time,Rent,725,12.9,5,4,166890,75795,0.454,1,1,3248,80,Some College,0.448,0.228,0.3108,1
LC_000913,36173,debt_consolidation,F,24.83,61245,26.3,Full-time,Rent,595,8.0,5,3,43810,2848,0.065,2,2,772,26,High School,0.151,0.591,0.4978,1
LC_000914,39253,home_improvement,D,15.86,68321,11.8,Full-time,Rent,666,6.0,5,4,121826,27906,0.229,2,0,1198,54,Some College,0.21,0.575,0.2917,1
LC_000915,16057,business,E,21.05,111563,3.5,Part-time,Rent,657,9.1,3,2,131797,40180,0.305,2,0,1356,40,PhD,0.146,0.144,0.3229,0
LC_000916,32833,debt_consolidation,C,13.58,80824,11.1,Part-time,Mortgage,748,15.6,3,2,130038,37334,0.287,0,2,1252,48,High School,0.186,0.406,0.165,0
LC_000917,47194,home_improvement,D,17.17,52998,0.9,Full-time,Mortgage,746,16.7,8,5,83748,22741,0.272,1,1,1240,45,High School,0.281,0.89,0.2686,0
LC_000918,14658,debt_consolidation,F,25.43,91282,11.1,Full-time,Own,626,4.2,6,5,218191,47032,0.216,4,1,2033,38,Masters,0.267,0.161,0.7036,1
LC_000919,11527,major_purchase,C,13.05,130116,11.9,Full-time,Rent,727,10.8,1,1,181382,78488,0.433,1,3,2588,65,Bachelors,0.239,0.089,0.1976,0
LC_000920,26427,home_improvement,D,15.74,63350,21.9,Full-time,Rent,664,10.0,9,6,22732,3761,0.165,3,3,623,28,High School,0.118,0.417,0.2705,0
LC_000921,35541,business,F,26.03,72926,8.8,Full-time,Mortgage,670,0.7,8,7,34154,17081,0.5,5,2,1258,41,Some College,0.207,0.487,0.4904,0
LC_000922,40823,home_improvement,F,27.28,31036,1.8,Full-time,Mortgage,643,6.0,5,3,27177,8774,0.323,8,1,618,30,High School,0.239,1.315,0.8435,1
LC_000923,29663,home_improvement,C,12.24,47978,7.5,Full-time,Rent,671,7.3,5,3,107292,25369,0.236,0,2,1049,32,Masters,0.262,0.618,0.1685,1
LC_000924,15757,debt_consolidation,F,26.59,62994,4.3,Full-time,Own,598,6.5,9,8,110283,18160,0.165,3,3,1287,31,Some College,0.245,0.25,0.4883,1
LC_000925,48258,vacation,F,25.97,45390,1.0,Part-time,Rent,604,12.9,4,2,62293,21665,0.348,4,3,1058,57,High School,0.28,1.063,0.8108,1
LC_000926,22261,major_purchase,C,13.34,74680,4.6,Full-time,Own,758,2.4,5,3,114780,26372,0.23,2,2,846,37,Masters,0.136,0.298,0.1789,0
LC_000927,6844,debt_consolidation,C,12.72,66145,3.8,Self-employed,Rent,715,15.0,11,10,71177,31176,0.438,0,1,1217,55,High School,0.221,0.103,0.1681,1
LC_000928,45970,car,E,21.06,93792,13.1,Full-time,Mortgage,716,19.5,8,6,195182,43904,0.225,3,2,2274,51,Bachelors,0.291,0.49,0.3883,1
LC_000929,21227,debt_consolidation,D,15.71,78896,1.4,Full-time,Rent,674,4.0,1,1,85697,12331,0.144,2,0,1065,30,Some College,0.162,0.269,0.2069,0
LC_000930,16126,medical,F,25.95,52018,12.8,Self-employed,Mortgage,663,9.7,8,7,94338,28856,0.306,5,3,945,35,Some College,0.218,0.31,0.4539,1
LC_000931,22473,vacation,B,8.26,61476,3.6,Self-employed,Rent,709,14.0,1,1,135210,27698,0.205,0,3,1569,32,Masters,0.306,0.366,0.0841,0
LC_000932,11404,debt_consolidation,E,21.89,90812,8.8,Full-time,Rent,712,5.5,11,9,90478,5561,0.061,3,1,557,46,Bachelors,0.074,0.126,0.4017,1
LC_000933,27252,medical,E,22.62,76103,1.5,Part-time,Mortgage,647,5.4,1,1,79080,20925,0.265,2,1,1403,65,Bachelors,0.221,0.358,0.4433,1
LC_000934,9936,home_improvement,E,20.92,67786,5.2,Full-time,Own,697,12.0,3,2,50423,9420,0.187,2,1,1163,30,Some College,0.206,0.147,0.3281,0
LC_000935,19803,home_improvement,F,26.59,79667,4.0,Full-time,Own,637,3.3,8,7,32230,9914,0.308,6,3,724,33,Masters,0.109,0.249,0.8049,0
LC_000936,42121,business,C,12.32,45228,8.2,Full-time,Rent,689,4.9,3,2,71099,12391,0.174,0,3,536,44,High School,0.142,0.931,0.1602,0
LC_000937,24654,major_purchase,C,12.3,61494,5.0,Full-time,Rent,696,7.0,3,2,126089,7270,0.058,1,2,465,25,Bachelors,0.091,0.401,0.1666,0
LC_000938,40885,debt_consolidation,F,26.56,104012,7.0,Unemployed,Mortgage,725,7.0,3,2,123260,82958,0.673,1,3,3117,51,Masters,0.36,0.393,0.4861,1
LC_000939,35624,debt_consolidation,F,26.82,63873,1.7,Full-time,Mortgage,698,7.2,4,3,140390,39627,0.282,5,4,1370,36,Some College,0.257,0.558,0.5336,0
